name,sector,source,as_of
(주)그린텍서비스,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)그린하우징,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)그림같은집,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)극동기전,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)극동에너지 삼풍주유소,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)극동에어가스,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)근영건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)근영티앤디,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)글로버앤머슬,의복 의복 액세서리 및 모피제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)글로벌디시티,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)글로벌에스피,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)글로벌여행사,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)글로비원,정보통신업|전문 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금강밸브,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금강씨에스,그 밖의 기계 및 장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금룡테크,의료 정밀 광학 기기 및 시계 제조업|전기장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금사연,예술 스포츠 및 여가 관련 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금산건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금상,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금성이앤씨,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금송림,사업시설 관리 및 조경 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금아종합건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금오조경개발,그 밖의 제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금원건축디자인,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금찬전기,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금창엔지니어링,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금호상사,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금호정공,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금호창호건설,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)금호티엠에스,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)기남상사,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)기동써비스,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)기맥,컴퓨터 프로그래밍 시스템 통합 및 관리업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)기성이앤씨,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)기영하이텍,1차 금속 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)기전엔지니어링,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)기주조경,사업시설 관리 및 조경 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)길벗,건축 기술 엔지니어링 및 기타 과학기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)길엔지니어링,건축 기술 엔지니어링 및 기타 과학기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)길웅스틸테크,그 밖의 제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)꿈그린,가구 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)꿈여울,의복 의복 액세서리 및 모피제품 제조업|교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)꿈을나누는사람들,제조업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나남커뮤니케이션즈,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나노아이티,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나노필름,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나누미넷,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나눔교육컨설팅,건축 기술 엔지니어링 및 기타 과학기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나눔크로바,수리(修理) 및 기타 개인 서비스업|보건업 및 사회복지 서비스업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나라건축디자인,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나래파트너스,수리(修理) 및 기타 개인 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나래피움,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나무,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나영일렉트로닉스,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나우로지스,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나우비즈,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나우아이텍,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나은디자인,종합 건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나이넥스시스템즈,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나인원,출판 영상 방송통신 및 정보서비스업|전자부품 컴퓨터 영상 음향 및 통신장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)나인테크정보통신,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)남경리서치,그 밖의 모든 업종,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)남경조경건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)남경창호건설,고무제품 및 플라스틱제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)남부목재,목재 및 나무제품 제조업(가구 제조업 제외),대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)남부종합건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)남북메디칼,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)남양엘리베이터,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)남영전기조명,도매 및 소매업|건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)남원아이엔지,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)남일이엔지,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)남진테크,건설업|전문직별 공사업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)남호전설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)내강산업,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)내외안전산업,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)내일건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)네바퀴물류,운수업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)네스프,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)네오경제사회연구소,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)네오데이즈,전문,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)네오시스,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)네오썬,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)네오에스티엠,사업 지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)네오컬쳐,기타 전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)네오테크놀로지,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)네오티시스,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)네오티피씨,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)네이처,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)네이처밸류,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)네이처조경,사업시설 관리 및 조경 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)넥사,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)넥사디에스,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
