회사명,주소,업종,사업내용,종사자수,설립연도,태그,출처,기준월
(주) 대성글로벌,대구광역시 달서구,제조업,밀폐잠금장치,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 러닝비전,대구광역시 달서구,제조업,스마트 머신비전 결함 자동 검사 시스템,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
㈜아이블럭,대구광역시 북구,제조업,무한잉크공급장치,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
송전 주식회사,대구 달서구,건설운수,"신재생에너지설비공사,전기공사/신재생에너지 제조,도소매/건축,전기 공사 자재 도소매/기술컨설팅",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
농업회사법인(주)나은,대구광역시 달서구,제조업,기타과실가공,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
동신이앤에스,대구 달성군,제조업,"친환경신발(슬리퍼,실내화,욕실화) 제조/부동산 임대/사업 지원(기타임가공)",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사이알테크,대구광역시 북구,제조업,LED조명등터치모듈LED DRIVERAndroid Board,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)오성조경개발,대구광역시 북구,제조업,조경용 칸막이,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)업테라,대구광역시 북구,연구개발서비스,의약품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
진성테크,대구 달서구,제조업,"자동화기계/응용 소프트웨어 개발,공급",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 에스엘디,대구광역시 북구,제조업,"화장품, 반려동물제품, 문구용품",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)진영R&S,대구 달서구,제조업,자동차고무제품 제조,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 제이더블유전기,대구광역시 북구,건설운수,전기충전기,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 일만백만,대구 동구,정보처리S/W,고객 BI 기반 온디바이스 생성형 AI 비디오,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 써지덴트,대구광역시 동구,제조업,치과용 임플란트 시술기구,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
㈜레피오,대구광역시 동구,제조업,치과기공용기자재의료용구및기기,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
여명텍스,대구광역시 달서구,제조업,직물,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 큐아이그룹,대구 달서구,기타,"경영 컨설팅업,산업용 농ㆍ축산물, 섬유 원료 및 동물 중개업,음ㆍ식료품 및 담배 중개업,상품 종합 도매업,기타 식료품 소매업,광고 대행업,인테리어 디자인업",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)조선에프앤비,대구 달서구,제조업,"축산물가공업,식육포장처리업,육류 도매업,육류 소매업,전자상거래 소매업,축산물 운반업,시각 디자인업",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 아쿠아웍스,대구광역시 달성군,제조업,환경전문공사업 고효율산기관 등,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
㈜옥천당,대구광역시 동구,제조업,한의약품 규격한약재 등,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)한솔아이엠비,대구 서구,제조업,"블라인드,커튼,무대막,전동스크린 제조",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)하이박,대구광역시 달성군,제조업,열교환기,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)구오기업,대구광역시 서구,제조업,산업용로,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 에스제이오토텍,대구광역시 달서구,제조업,"DOOR LATCH SUB, PEDAL Assembly,BATTERY",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
영동테크,대구광역시 북구,제조업,양방향 무선원격 점멸기,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)케이와이지,대구광역시 달서구,제조업,자동차부품전용파렛트이동대차무동력턴테이블자동승강대차 등,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 한성이엔지,대구광역시 수성구,건설운수,기계설비 자동제어 열선 정보통신 설계 및 시공,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 쓰리에이치,대구 동구,제조업,가정용 의료기기,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)바이노텍,대구 수성구,제조업,"화장품,식품 제조/수출,전자상거래/의학,약학 연구개발",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
예이랩스 주식회사,대구 달성군,정보처리S/W,모바일 게임 소프트웨어 개발 및 공급업,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 네오아크로보틱스,대구광역시 북구,연구개발서비스,"산업용 자동화 로봇 시스템, 금속 절단용 산업 로봇,자동 용접 로봇 시스템,로봇기반 생산 자동화 시스템",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 엔시티(NCT Inc.),대구광역시 북구,제조업,"건식접착제, 단열소재 패드",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
㈜메디제이,대구광역시 동구,연구개발서비스,연구개발업/하이코겔,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 돌담이엔티,대구광역시 북구,제조업,메탈호스여과장치자동제어장비,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)로보아이,대구광역시 수성구,제조업,"산업용 다목적 자율작업 로봇(AMMR), 배관로봇, 비드제거로봇 등",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 고이버,대구 달서구,제조업,"기타 전기 변환장치 제조업,농업 및 임업용 기계 제조업,산업용 로봇 제조업,에너지 저장장치 제조업,자동차용 신품 전기장치 제조업,전기용 기계ㆍ장비 및 관련",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 에이엔제이사이언스,대구광역시 동구,연구개발서비스,바이오의약품및바이오의약사업관련연구개발,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
런샷 주식회사,대구 달성군,제조업,편조의복 제조업,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 랜드오프,대구광역시 군위군,제조업,"환경오염방지시설업, 양식관련 기계제작, 양식장 컨설팅 등",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
그린텍코리아 주식회사,대구광역시 북구,제조업,레이더레벨미터,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 위드텍,대구광역시 달서구,제조업,자동화 기계,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)한아IT,대구광역시 동구,정보처리S/W,ICT 인프라 및 솔루션SI시스템 통합),,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 파미티,대구광역시 수성구,정보처리S/W,소프트웨어,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
윤남텍,대구광역시 북구,제조업,초음파 가습기,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 유엔디,대구 수성구,제조업,로봇 툴 체인져,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 낸드소프트,대구광역시 동구,정보처리S/W,계정 인증 관리 응용소프트웨어,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)더블에이치파트너스,대구광역시 서구,기타,사업지원,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
재욱강업㈜,대구광역시 북구,제조업,C형강,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
해원 Eng.,대구광역시 달성군,제조업,자동화기기전기컨트롤판넬가이드바,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)데이타뱅크,대구광역시 수성구,정보처리S/W,소프트웨어,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주) 씨스코,대구광역시 달서구,제조업,유공압제품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 리와인드랩,대구 달성군,정보처리S/W,미용기기 및 피부관리플랫폼,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
에인에이㈜,대구광역시 동구,제조업,개인용조합자극기,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 디피아이엔,대구광역시 달서구,제조업,반도체부착용장비,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
씨에스글로벌 주식회사,대구광역시 서구,기타,신축이음장치 외,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
한국그린에너지(주),대구광역시 달서구,건설운수,태양광,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)연합기전,대구광역시 북구,제조업,배전반 외,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
㈜할리케이,대구광역시 서구,제조업,친환경 업사이클 패션잡화,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
현승기공,대구광역시 달성군,제조업,밸브 및 밸브실,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
블루센 주식회사,대구광역시 달성군,제조업,"수질계측기,음수기,계장제어장치,자동드레인장치",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 팔피엠,대구광역시 수성구,정보처리S/W,소프트웨어개발,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
반사(BANSA),대구광역시 수성구,기타,제품 의료기기 로봇 디자인,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사콤파스,대구광역시 달성군,제조업,포장기계컨베이어,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 레이월드,대구광역시 동구,정보처리S/W,디지털사이니지 무인결제기외,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)텍스토머,대구광역시 북구,제조업,산업용섬유 기능성방충망,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
테슬론 주식회사,대구광역시 동구,제조업,압축공기필터,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
오성정밀 주식회사,대구광역시 달서구,제조업,"자동차용 고무금형 설계 및 제작, 사출 금형 제작, 기계부품 가공및 제조",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
예스알브이(YES RV),대구광역시 동구,제조업,캠핑카제작,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
케이에이비비 주식회사(KABB),대구 수성구,도소매업,동물혈액,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 동승,대구광역시 달성군,제조업,자동화설비,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 니즈,대구광역시 달서구,제조업,3D프린터 3D펜,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 오피스넘버원,대구광역시 동구,제조업,"사무용가구, 일반용가구",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 메카솔루션,대구광역시 달서구,도소매업,전자부품 센서,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 푸코스,대구광역시 달성군,제조업,"소곱창, 돼지막창",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주은교육주식회사,대구광역시 달서구,정보처리S/W,학습프로그램,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 청소대교,대구 동구,정보처리S/W,AI기반 매장 맞춤형 정기청소,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)티지 바이오텍,대구광역시 북구,제조업,비만개선건강기능성식품원료,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)부룸스,대구광역시 달서구,정보처리S/W,"스마트팩토리 소프트웨어, 증강현실 색칠북",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 송원이엔지,대구광역시 달서구,제조업,폐열회수형 전열교환기(공기순환기),,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
극동볼트(주),대구광역시 달서구,제조업,에이밍볼트 외,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
트라이엘,대구광역시 서구,제조업,소파 및 기타 내장 가구,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
성재엠에이치택,대구광역시 달성군,제조업,"산업용 섬유(필터, 아라미드 원단, 모노메쉬)",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 우리매니저,대구광역시 달서구,정보처리S/W,온라인직업정보제공,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
이디에스 주식회사,대구광역시 북구,제조업,사이렌/면진장치/무선방송장치/비상경보기,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
프리비전(주),대구광역시 동구,제조업,영상감시장치 제조,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
엑시온랩스 주식회사,대구 달서구,정보처리S/W,AI 로봇,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
이-트랜텍,대구광역시 남구,제조업,"인쇄회로기판 제조, 전자부품, 소프트웨어 개발",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 선테크,대구광역시 동구,제조업,중문 자재 및 연동 하드웨어,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
엠케이이앤에스 주식회사,대구광역시 남구,연구개발서비스,"전기기기 해석 설계 컨설팅, 전기기기 해석 설계 프로그램, 전동기 특성평가장비",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)창보,대구광역시 달성군,제조업,알루미늄 주방용품 제조/전자상거래,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)완뚝,대구광역시 달성군,제조업,식품제조가공업/식육포장처리업/도소매업,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사제이에스멕,대구광역시 북구,제조업,산업자동화기계 장비,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)티엔아이,대구광역시 달서구,제조업,화섬직물,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 오션라이트에이아이,대구 동구,정보처리S/W,인공지능 솔루션 개발,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)대산전기통신,대구 북구,건설운수,"전기공사,정보통신공사,액체 여과기,프로세스제어반,유량계,자동제어반,계측제어반,기기용 자동 측정 및 제어장치 제조업,계측제어기기,소프트웨어개발",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
"주식회사 멘티스(MANTIZ CO.,Ltd)",대구광역시 동구,제조업,척추용임플란트,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 줌랩,대구광역시 동구,제조업,의료기기 개발 및 제조,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
경북산업사,대구광역시 달성군,제조업,기타고무제품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
"주식회사 미다웍스(Midaworks Co.,Ltd.)",대구광역시 동구,정보처리S/W,소프트웨어프로그램,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 씨플러스,대구광역시 수성구,정보처리S/W,플랫폼 개발 및 운영,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 코욜하우키,대구광역시 서구,제조업,스타킹,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
정원산업,대구광역시 달성군,제조업,조향장치 SHAFT,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 마이크로발란스,대구 북구,제조업,미생물 제제,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 미켈로로보틱스 (Michelo Robotics Inc.),대구광역시 북구,제조업,표면처리 수작업 로봇 자동화 플랫폼 &apos;Michelo AI&apos;,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)대성하이텍,대구광역시 달성군,제조업,공작기계부품 공작기계,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 에이투텍,대구 동구,정보처리S/W,"DIGITAL TWIN, AI MULTIMEDIA, BIG DATA",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
한방미인화장품HBMIC,대구광역시 달서구,제조업,기초화장품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
세향산업(주),대구광역시 달서구,제조업,"무접촉전력공급장치, 고주파유도가열기 외",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 이스트투웨스트,대구광역시 달서구,정보처리S/W,IoT 시스템,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
제일기술 주식회사,대구광역시 동구,제조업,학교급식위생관리시스템,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
스위치 주식회사,대구광역시 동구,정보처리S/W,소프트웨어 개발,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 그리폰다이나믹스,대구광역시 수성구,제조업,드론,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)메디피아,대구광역시 동구,제조업,의료용 확대경 과 진료용 라이트,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
밸류앤드트러스트 주식회사,대구광역시 북구,제조업,Spinamic(척추측만층 교정기),,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 엠벡스,대구광역시 북구,정보처리S/W,시스템 제어 프로그램,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)퓨맥스,대구 달서구,제조업,도로안전시설물,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
신풍섬유(주),대구광역시 달서구,제조업,나일론 폴리에스터 교직물,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
오복누리,대구광역시 군위군,제조업,동물 영양제 및 건강식품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 비피케이,대구광역시 달서구,제조업,"자동화설비,포장기계,산업용 로봇제조업, 소프트웨어개발및공급",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
CSM Implant,대구광역시 북구,제조업,임플란트부품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 먹깨비,대구 남구,정보처리S/W,소프트웨어개발 및 공급,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 케이비로드,대구광역시 동구,제조업,차열투수골재포장재,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 더청춘,대구광역시 수성구,기타,지적재산권 임대업,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 제이에스알메디컬,대구광역시 달서구,연구개발서비스,FDD,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
거림테크 주식회사,대구광역시 달서구,제조업,디스플레이 모듈용 기능성 테이프필름,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)리얼디멘션,대구광역시 북구,정보처리S/W,"MediACE3D CAD 소프트웨어, 소아두상교정시스템",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)한국하이테크,대구광역시 달서구,제조업,DAMPER,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 에이더블유시스템즈,대구광역시 중구,정보처리S/W,소프트웨어개발,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 태향이엔지,대구광역시 달서구,제조업,"금형, 포밍기계 등",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
㈜인트인,대구광역시 동구,제조업,의료기기,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
부성이에스 주식회사,대구 달성군,제조업,자동차부품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 엠엠피,대구광역시 북구,정보처리S/W,"소프트웨어, 콘텐츠개발",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 셀러스,대구 북구,기타,바이오의약품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
두리WINTECH,대구 달서구,제조업,자동화기계및가공,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 베스트메디,대구광역시 동구,기타,"경영 진단 보고서, 전략 수립 자료, 조직 진단 결과, 각종 컨설팅 보고서, 해석 소프트웨어, 맞춤형 기술 컨설팅 결과물",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주) 정우산업개발,대구광역시 서구,제조업,내진천정틀,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 제이이티,대구광역시 북구,제조업,"자동화장비, 정밀부품, 반도체장비 제조",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 엘존,대구광역시 달서구,제조업,클린하우스,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 엠아이,대구광역시 수성구,기타,금융컨설팅 서비스,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
한메디스 (Hanmedis),대구광역시 북구,제조업,건강보조식품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 큐에스아이,대구광역시 달성군,제조업,"측정게이지,일반게이지,자동화검사장비",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 이룸쿡,대구 달서구,제조업,"주방용품,금속제품,전자기기 제조/건축자재,자동차 도매,무역/소프트웨어 개발,공급,컨설팅",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 엠쓰리솔루션,대구 북구,정보처리S/W,"소프트웨어 개발,공급/전자상거래/자연과학,전기전자공학,공학,공학융합 연구개발",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 엔케이테크,대구광역시 달서구,제조업,"프레임, 세그먼트, 챔버",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
인성데이타 주식회사,대구광역시 서구,정보처리S/W,배달솔루션 프로그램,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주) 에스엔텍,대구광역시 수성구,정보처리S/W,"가상화소프트웨어, IOT시스템",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
인프라테크닉스 주식회사,대구광역시 달성군,제조업,유리섬유철근,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)동화피앤피,대구광역시 달서구,제조업,"인쇄,지함박스,코팅,디자인",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사  퍼시픽메디텍,대구광역시 달성군,제조업,의료기매트.전기매트(탄소섬유발열체),,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
미래열처리,대구광역시 달서구,제조업,열처리,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주) 화성코텍,대구광역시 달서구,제조업,"불소수지코팅, 몰리브덴코팅, 나일론코팅등",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 텍스트웨이,대구광역시 북구,정보처리S/W,태깅박스(taggingBox),,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 마이메딕,대구광역시 중구,기타,경영 컨설팅업,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)만계화에프앤비,대구광역시 서구,제조업,치킨소스 판매,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 유피인터(UP INTER.),대구광역시 동구,도소매업,"플랫폼 개발 / 브랜드 경영컨설팅 /  광고, 마케팅에 대한 기획,대행,컨설팅",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)마스윈,대구광역시 수성구,건설운수,열회수형환기장치,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)에스제이프로텍,대구광역시 달서구,제조업,자동차 램프 금형,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 싸인스,대구 달성군,제조업,"화학섬유직물 직조업,모직물 직조업,면직물 직조업,직물, 편조 원단 및 의복류 염색 가공업,편조 원단 제조업,전자상거래 소매업,응용 소프트웨어 개발 및 공급",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 에이더블유파트너스,대구 중구,도소매업,"치과 컨설팅(홍보 마케팅, 의료장비 렌탈, 경영업무 지원, 치과 재료 판매)",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
㈜어반아이웨어,대구광역시 북구,제조업,안경 선글라스,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)디비전,대구광역시 달성군,제조업,자동차 부품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
엘엠에스(LMS),대구광역시 남구,제조업,남성용 맞춤 정장 및 예복,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 네트로,대구광역시 수성구,정보처리S/W,"소프트웨어개발및공급업, 컴퓨터 및 주변기기, 영상감시장치, 보안용카메라, 정보통신공사, 전기공사, CCTV 및 주변장치, 전자상거래업, 학술연구용역",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
더비거(THE VIGGOR),대구광역시 동구,제조업,웰니스악세사리,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
㈜허브누리,대구광역시 달서구,제조업,화장품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)윔,대구 북구,정보처리S/W,소프트웨어 개발 및 공급업,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 명문일렉트릭,대구광역시 북구,제조업,"수배전반, 분전반, 태양광발전소용 분전반",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
진성전착,대구광역시 서구,제조업,자동차부품 도장,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 공간창조,대구광역시 북구,제조업,"퍼걸러,조합놀이대",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
"주식회사 에스티에스씨엔비(STS C&B CO.,Ltd.)",대구광역시 서구,제조업,"블라인드 부품, 금형",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)다다코리아,대구 달서구,제조업,"반도체장비, 진공증착기",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 디지티모빌리티,대구광역시 동구,정보처리S/W,카카오 T블루 가맹 mobility 플랫폼,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 스터닝컴퍼니,대구광역시 수성구,기타,피트니스 교육 및 훈련 서비스,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 연이음,대구광역시 달서구,기타,"프렌차이즈, 연막창",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 하나기획,대구광역시 동구,제조업,LED경관조명등,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 윤성산업개발,대구광역시 달성군,제조업,레미콘 아스콘 건설폐기물,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 배래,대구광역시 수성구,정보처리S/W,디지털자산 플랫품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
